Property Type,Price (Per Annum),Location,Bedrooms,Property Category,Price (Converted to Naira),District,Price(Float)
flat / apartment,"₦12,000,000","2nd Floor, Evergreen Estate, Durumi, Abuja",3,Apartment,"₦12,000,000.00",Durumi,"12,000,000.00"
semi-detached duplex,"₦8,000,000","Maitama Extension (mpape), Mpape, Abuja",4,Duplex,"₦8,000,000.00",Maitama,"8,000,000.00"
flat / apartment,"₦7,000,000","Off 3rd Avenue, Gwarinpa, Abuja",3,Apartment,"₦7,000,000.00",Gwarinpa,"7,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
semi-detached duplex,"₦7,500,000","Cluster 1, River Park Estate Airport Road, Lugbe District, Abuja",4,Duplex,"₦7,500,000.00",Lugbe,"7,500,000.00"
flat / apartment,"₦20,000,000","Maitama District, Abuja",3,Apartment,"₦20,000,000.00",Maitama,"20,000,000.00"
terraced duplex,"₦12,000,000","Mabushi, Abuja",4,Duplex,"₦12,000,000.00",Mabushi,"12,000,000.00"
terraced duplex,"₦50,000,000","Off Ibb Way, Maitama District, Abuja",4,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
mini flat (room and parlour),"₦5,000,000","Maitama District, Abuja",1,Apartment,"₦5,000,000.00",Maitama,"5,000,000.00"
flat / apartment,"₦2,500,000","Adetokumbo Ademola, Wuse 2, Abuja",1,Apartment,"₦2,500,000.00",Wuse,"2,500,000.00"
flat / apartment,"₦2,500,000","Adetokunbo Ademola, Wuse 2, Abuja",1,Apartment,"₦2,500,000.00",Wuse,"2,500,000.00"
semi-detached duplex,"₦35,000,000","By Jabi Lake, Jabi, Abuja",4,Duplex,"₦35,000,000.00",Jabi,"35,000,000.00"
terraced duplex,"₦50,000,000","Maitama District, Abuja",4,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
flat / apartment,"₦8,000,000","Kado, Abuja",3,Apartment,"₦8,000,000.00",Kado,"8,000,000.00"
terraced duplex,"₦10,000,000","G.c. Oranika Street, Mabushi, Abuja",3,Duplex,"₦10,000,000.00",Mabushi,"10,000,000.00"
flat / apartment,"₦7,500,000","Wuye, Abuja",3,Apartment,"₦7,500,000.00",Wuye,"7,500,000.00"
house,"₦7,000,000","Apo, Apo, Abuja",2,House,"₦7,000,000.00",Apo,"7,000,000.00"
terraced duplex,"₦10,000,000","Mabushi, Abuja",4,Duplex,"₦10,000,000.00",Mabushi,"10,000,000.00"
flat / apartment,"₦26,000,000","Wuye, Abuja",2,Apartment,"₦26,000,000.00",Wuye,"26,000,000.00"
detached duplex,"₦170,000,000","Main Street, Asokoro District, Abuja",8,Duplex,"₦170,000,000.00",Asokoro,"170,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦20,000,000","Area 11, Garki, Abuja",4,Apartment,"₦20,000,000.00",Garki,"20,000,000.00"
flat / apartment,"₦6,500,000","Durumi, Abuja",3,Apartment,"₦6,500,000.00",Durumi,"6,500,000.00"
detached duplex,"₦50,000,000","Maitama District, Abuja",6,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
terraced duplex,"₦40,000,000","Jabi, Abuja",4,Duplex,"₦40,000,000.00",Jabi,"40,000,000.00"
flat / apartment,"₦6,500,000","Katampe, Abuja",3,Apartment,"₦6,500,000.00",Katampe,"6,500,000.00"
detached duplex,"₦80,000,000","Maitama District, Abuja",7,Duplex,"₦80,000,000.00",Maitama,"80,000,000.00"
flat / apartment,"₦16,000,000","Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
flat / apartment,"₦5,000,000","Living Faith Church, Katampe, Abuja",3,Apartment,"₦5,000,000.00",Katampe,"5,000,000.00"
terraced duplex,"₦13,000,000","Igho Titus Okon Crescent, Jahi, Abuja",4,Duplex,"₦13,000,000.00",Jahi,"13,000,000.00"
detached duplex,"₦65,000,000","Asokoro District, Abuja",7,Duplex,"₦65,000,000.00",Asokoro,"65,000,000.00"
detached duplex,"₦100,000,000","Maitama District, Abuja",5,Duplex,"₦100,000,000.00",Maitama,"100,000,000.00"
flat / apartment,"₦12,000,000","Tos Benson Crescent, Utako, Abuja",2,Apartment,"₦12,000,000.00",Utako,"12,000,000.00"
flat / apartment,"₦15,000,000","Drol Apartment, Wuye, Abuja",3,Apartment,"₦15,000,000.00",Wuye,"15,000,000.00"
detached duplex,"₦4,500,000","Lugbe District, Abuja",4,Duplex,"₦4,500,000.00",Lugbe,"4,500,000.00"
detached duplex,"₦50,000,000","Off Ibb Way, Maitama District, Abuja",6,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
flat / apartment,"₦12,000,000","Femi Gbajabiamila Street, Jahi, Abuja",2,Apartment,"₦12,000,000.00",Jabi,"12,000,000.00"
flat / apartment,"₦16,000,000","Off Ibb Way, Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
detached duplex,"₦18,000,000","Katampe Extension, Katampe, Abuja",5,Duplex,"₦18,000,000.00",Katampe,"18,000,000.00"
flat / apartment,"₦8,000,000","Katampe (Main), Katampe, Abuja",3,Apartment,"₦8,000,000.00",Katampe,"8,000,000.00"
terraced duplex,"₦13,000,000","Jabi, Abuja",4,Duplex,"₦13,000,000.00",Jabi,"13,000,000.00"
house,"₦12,000,000","Jahi, Abuja",2,House,"₦12,000,000.00",Jahi,"12,000,000.00"
detached duplex,"₦50,000,000","Maitama District, Abuja",6,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
flat / apartment,"₦35,000,000","Wuse 2, Abuja",18,Apartment,"₦35,000,000.00",Wuse,"35,000,000.00"
detached duplex,"₦150,000,000","Maitama District, Abuja",8,Duplex,"₦150,000,000.00",Maitama,"150,000,000.00"
terraced duplex,"₦50,000,000","Maitama District, Abuja",4,Duplex,"₦50,000,000.00",Maitama,"50,000,000.00"
terraced duplex,"₦15,000,000","Mabushi, Abuja",5,Duplex,"₦15,000,000.00",Mabushi,"15,000,000.00"
flat / apartment,"₦10,000,000","Guzape District, Abuja",2,Apartment,"₦10,000,000.00",Guzape,"10,000,000.00"
flat / apartment,"₦5,000,000","Jahi, Abuja",2,Apartment,"₦5,000,000.00",Jahi,"5,000,000.00"
terraced duplex,"₦15,000,000","Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
semi-detached duplex,"₦25,000,000","Wuse 2, Abuja",3,Duplex,"₦25,000,000.00",Wuse,"25,000,000.00"
flat / apartment,"₦4,000,000","Gwarinpa, Abuja",3,Apartment,"₦4,000,000.00",Gwarinpa,"4,000,000.00"
flat / apartment,"₦10,000,000","Guzape District, Abuja",2,Apartment,"₦10,000,000.00",Guzape,"10,000,000.00"
terraced duplex,"₦18,000,000","Guzape District, Abuja",4,Duplex,"₦18,000,000.00",Guzape,"18,000,000.00"
terraced duplex,"₦13,000,000","Mabushi, Abuja",4,Duplex,"₦13,000,000.00",Mabushi,"13,000,000.00"
flat / apartment,"₦8,500,000","Jahi, Abuja",3,Apartment,"₦8,500,000.00",Jahi,"8,500,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦2,500,000","Dawaki, Gwarinpa, Abuja",2,Apartment,"₦2,500,000.00",Gwarinpa,"2,500,000.00"
semi-detached duplex,"₦25,000,000","Life Camp, Abuja",4,Duplex,"₦25,000,000.00",Life Camp,"25,000,000.00"
mini flat (room and parlour),"₦12,000,000","Wuye, Abuja",1,Apartment,"₦12,000,000.00",Wuye,"12,000,000.00"
detached duplex,"₦6,000,000","Jedo Estate, Lugbe District, Abuja",5,Duplex,"₦6,000,000.00",Lugbe,"6,000,000.00"
flat / apartment,"₦10,000,000","Kado, Kado, Abuja",2,Apartment,"₦10,000,000.00",Kado,"10,000,000.00"
flat / apartment,"₦6,000,000","Wuye, Abuja",2,Apartment,"₦6,000,000.00",Wuye,"6,000,000.00"
flat / apartment,"₦4,000,000","Elite Homes Estate, Lokogoma District, Abuja",3,Apartment,"₦4,000,000.00",Lokogoma,"4,000,000.00"
terraced duplex,"₦17,500,000","Mabushi, Abuja",5,Duplex,"₦17,500,000.00",Mabushi,"17,500,000.00"
flat / apartment,"₦7,500,000","Life Camp, Abuja",2,Apartment,"₦7,500,000.00",Life Camp,"7,500,000.00"
terraced duplex,"₦45,000,000","Maitama District, Abuja",4,Duplex,"₦45,000,000.00",Maitama,"45,000,000.00"
flat / apartment,"₦16,000,000","Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
semi-detached duplex,"₦25,000,000","Wuse 2, Abuja",3,Duplex,"₦25,000,000.00",Wuse,"25,000,000.00"
detached duplex,"₦50,000,000","Wuse 2, Abuja",5,Duplex,"₦50,000,000.00",Wuse,"50,000,000.00"
flat / apartment,"₦7,000,000","By Living Faith, Katampe, Abuja",2,Apartment,"₦7,000,000.00",Katampe,"7,000,000.00"
terraced duplex,"₦20,000,000","Life Camp, Abuja",4,Duplex,"₦20,000,000.00",Life Camp,"20,000,000.00"
flat / apartment,"₦7,000,000","Katampe, Abuja",2,Apartment,"₦7,000,000.00",Katampe,"7,000,000.00"
detached duplex,"₦40,000,000","Asokoro District, Abuja",5,Duplex,"₦40,000,000.00",Asokoro,"40,000,000.00"
detached duplex,"₦30,000,000","Asokoro District, Abuja",6,Duplex,"₦30,000,000.00",Asokoro,"30,000,000.00"
terraced duplex,"₦13,000,000","Jabi, Abuja",4,Duplex,"₦13,000,000.00",Jabi,"13,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦7,000,000","Adjacent Fire Service, Central Area, Area 10, Garki, Abuja",3,Apartment,"₦7,000,000.00",Garki,"7,000,000.00"
flat / apartment,"₦20,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦20,000,000.00",Katampe,"20,000,000.00"
terraced duplex,"₦16,500,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦16,500,000.00",Katampe,"16,500,000.00"
flat / apartment,"₦16,000,000","Maitama Main, Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
flat / apartment,"₦10,000,000","Jahi, Abuja",3,Apartment,"₦10,000,000.00",Jahi,"10,000,000.00"
terraced duplex,"₦15,000,000","Tarred Road, Jahi, Abuja",4,Duplex,"₦15,000,000.00",Jahi,"15,000,000.00"
terraced duplex,"₦30,000,000","Guzape District, Abuja",5,Duplex,"₦30,000,000.00",Guzape,"30,000,000.00"
terraced duplex,"₦20,000,000","Wuye, Abuja",4,Duplex,"₦20,000,000.00",Wuye,"20,000,000.00"
detached duplex,"₦50,000,000","1st Avenue, Gwarinpa, Abuja",7,Duplex,"₦50,000,000.00",Gwarinpa,"50,000,000.00"
house,"₦5,500,000","Kaura, Abuja",3,House,"₦5,500,000.00",Kaura,"5,500,000.00"
flat / apartment,"₦4,500,000","Tarred Rd, Mabushi, Abuja",2,Apartment,"₦4,500,000.00",Mabushi,"4,500,000.00"
terraced duplex,"₦35,000,000","Guzape District, Abuja",4,Duplex,"₦35,000,000.00",Guzape,"35,000,000.00"
terraced duplex,"₦10,000,000","Apo Dutse, Apo, Abuja",4,Duplex,"₦10,000,000.00",Apo,"10,000,000.00"
detached duplex,"₦30,000,000","Maitama District, Abuja",5,Duplex,"₦30,000,000.00",Maitama,"30,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦10,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦10,000,000.00",Katampe,"10,000,000.00"
semi-detached bungalow,"₦2,300,000","Sauka New Site Estate Behind, FHA (F.H.A), Lugbe District, Abuja",2,Bungalow,"₦2,300,000.00",Lugbe,"2,300,000.00"
flat / apartment,"₦10,000,000","Mabushi, Abuja",2,Apartment,"₦10,000,000.00",Mabushi,"10,000,000.00"
flat / apartment,"₦8,000,000","Wuye, Abuja",3,Apartment,"₦8,000,000.00",Wuye,"8,000,000.00"
terraced duplex,"₦15,000,000","By Coza, Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
detached duplex,"₦25,000,000","Guzape District, Abuja",4,Duplex,"₦25,000,000.00",Guzape,"25,000,000.00"
flat / apartment,"₦3,000,000","Von Road, Lugbe District, Abuja",2,Apartment,"₦3,000,000.00",Lugbe,"3,000,000.00"
detached duplex,"₦58,000,000","Jabi, Abuja",4,Duplex,"₦58,000,000.00",Jabi,"58,000,000.00"
semi-detached duplex,"₦120,000,000","Maitama District, Abuja",5,Duplex,"₦120,000,000.00",Maitama,"120,000,000.00"
terraced duplex,"₦15,000,000","Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
flat / apartment,"₦8,000,000","Life Camp, Abuja",3,Apartment,"₦8,000,000.00",Life Camp,"8,000,000.00"
house,"₦10,000,000","Maitama District, Abuja",2,House,"₦10,000,000.00",Maitama,"10,000,000.00"
flat / apartment,"₦5,000,000","Utako, Abuja",3,Apartment,"₦5,000,000.00",Utako,"5,000,000.00"
flat / apartment,"₦120,000,000","Maitama District, Abuja",3,Apartment,"₦120,000,000.00",Maitama,"120,000,000.00"
flat / apartment,"₦10,000,000","Guzape District, Abuja",3,Apartment,"₦10,000,000.00",Guzape,"10,000,000.00"
flat / apartment,"₦20,000,000","Maitama District, Abuja",3,Apartment,"₦20,000,000.00",Maitama,"20,000,000.00"
terraced duplex,"₦25,000,000","Maitama District, Abuja",4,Duplex,"₦25,000,000.00",Maitama,"25,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦22,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦22,000,000.00",Katampe,"22,000,000.00"
terraced duplex,"₦7,000,000","Lokogoma District, Abuja",3,Duplex,"₦7,000,000.00",Lokogoma,"7,000,000.00"
flat / apartment,"₦6,000,000","Utako, Abuja",2,Apartment,"₦6,000,000.00",Utako,"6,000,000.00"
flat / apartment,"₦3,500,000","Area 1 Axis., Durumi, Abuja",2,Apartment,"₦3,500,000.00",Durumi,"3,500,000.00"
terraced duplex,"₦35,000,000","By Transcorp Hilton, Wuse 2, Abuja",4,Duplex,"₦35,000,000.00",Wuse,"35,000,000.00"
terraced duplex,"₦18,000,000","Guzape District, Abuja",5,Duplex,"₦18,000,000.00",Guzape,"18,000,000.00"
terraced duplex,"₦15,000,000","Life Camp, Abuja",4,Duplex,"₦15,000,000.00",Life Camp,"15,000,000.00"
flat / apartment,"₦6,000,000","By Arab (tarred Road), Utako, Abuja",2,Apartment,"₦6,000,000.00",Utako,"6,000,000.00"
detached duplex,"₦4,500,000","Lugbe District, Abuja",4,Duplex,"₦4,500,000.00",Lugbe,"4,500,000.00"
terraced duplex,"₦12,000,000","Mabushi, Abuja",3,Duplex,"₦12,000,000.00",Mabushi,"12,000,000.00"
house,"₦150,000,000","Main Maitama, Maitama District, Abuja",7,House,"₦150,000,000.00",Maitama,"150,000,000.00"
detached duplex,"₦12,000,000","Apo-gudu ,ceadercrest Hospital Axis, Apo, Abuja",4,Duplex,"₦12,000,000.00",Apo,"12,000,000.00"
terraced duplex,"₦16,000,000","Patrick Yakowa Street, Katampe, Abuja",4,Duplex,"₦16,000,000.00",Katampe,"16,000,000.00"
flat / apartment,"₦8,500,000","Jahi, Abuja",3,Apartment,"₦8,500,000.00",Jahi,"8,500,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
detached duplex,"₦35,000,000","Zone 2, Wuse, Abuja",6,Duplex,"₦35,000,000.00",Wuse,"35,000,000.00"
flat / apartment,"₦5,000,000","By Arab, Utako, Abuja",3,Apartment,"₦5,000,000.00",Utako,"5,000,000.00"
detached bungalow,"₦8,000,000","Life Camp, Abuja",3,Bungalow,"₦8,000,000.00",Life Camp,"8,000,000.00"
terraced duplex,"₦12,000,000","Gilmore, Jahi, Abuja",4,Duplex,"₦12,000,000.00",Jahi,"12,000,000.00"
semi-detached duplex,"₦30,000,000","Wuse 2, Abuja",4,Duplex,"₦30,000,000.00",Wuse,"30,000,000.00"
flat / apartment,"₦25,000,000","Jabi, Abuja",3,Apartment,"₦25,000,000.00",Jabi,"25,000,000.00"
flat / apartment,"₦16,000,000","Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
terraced duplex,"₦12,000,000","Life Camp, Abuja",4,Duplex,"₦12,000,000.00",Life Camp,"12,000,000.00"
flat / apartment,"₦15,500,000","Wuse 2, Abuja",3,Apartment,"₦15,500,000.00",Wuse,"15,500,000.00"
flat / apartment,"₦13,000,000","Wuse 2, Abuja",2,Apartment,"₦13,000,000.00",Wuse,"13,000,000.00"
terraced duplex,"₦15,000,000","Idu Industrial, Abuja",5,Duplex,"₦15,000,000.00",Idu,"15,000,000.00"
detached bungalow,"₦8,000,000","Gwarinpa, Abuja",3,Bungalow,"₦8,000,000.00",Gwarinpa,"8,000,000.00"
flat / apartment,"₦32,000,000","Garki, Abuja",2,Apartment,"₦32,000,000.00",Garki,"32,000,000.00"
detached duplex,"₦100,000,000","Maitama District, Abuja",10,Duplex,"₦100,000,000.00",Maitama,"100,000,000.00"
terraced duplex,"₦13,000,000","Life Camp, Abuja",5,Duplex,"₦13,000,000.00",Life Camp,"13,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
flat / apartment,"₦25,000,000","Katampe Extension, Katampe, Abuja",2,Apartment,"₦25,000,000.00",Katampe,"25,000,000.00"
terraced duplex,"₦25,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
terraced duplex,"₦20,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦20,000,000.00",Katampe,"20,000,000.00"
terraced duplex,"₦30,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦30,000,000.00",Katampe,"30,000,000.00"
semi-detached duplex,"₦35,000,000","Katampe Extension, Katampe, Abuja",6,Duplex,"₦35,000,000.00",Katampe,"35,000,000.00"
terraced duplex,"₦10,000,000","Katampe Extension, Katampe, Abuja",3,Duplex,"₦10,000,000.00",Katampe,"10,000,000.00"
terraced duplex,"₦25,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
terraced duplex,"₦12,000,000","News Engineering Dawaki., Dawaki, Gwarinpa, Abuja",4,Duplex,"₦12,000,000.00",Gwarinpa,"12,000,000.00"
flat / apartment,"₦8,500,000","Utako, Abuja",3,Apartment,"₦8,500,000.00",Utako,"8,500,000.00"
flat / apartment,"₦4,000,000","Ochacho Axis, Life Camp, Abuja",3,Apartment,"₦4,000,000.00",Life Camp,"4,000,000.00"
house,"₦6,000,000","Ochacho Axis, Life Camp, Abuja",4,House,"₦6,000,000.00",Life Camp,"6,000,000.00"
flat / apartment,"₦6,100,000","American School, Durumi, Abuja",2,Apartment,"₦6,100,000.00",Durumi,"6,100,000.00"
flat / apartment,"₦10,500,000","Mabushi, Abuja",3,Apartment,"₦10,500,000.00",Mabushi,"10,500,000.00"
detached duplex,"₦40,000,000","Asokoro District, Abuja",7,Duplex,"₦40,000,000.00",Asokoro,"40,000,000.00"
flat / apartment,"₦165,000","River Park, Lugbe District, Abuja",2,Apartment,"₦165,000.00",Lugbe,"165,000.00"
flat / apartment,"₦16,000,000","Maitama District, Abuja",3,Apartment,"₦16,000,000.00",Maitama,"16,000,000.00"
flat / apartment,"₦6,000,000","Gilmore, Jahi, Abuja",2,Apartment,"₦6,000,000.00",Jahi,"6,000,000.00"
semi-detached duplex,"₦25,000,000","Life Camp, Abuja",4,Duplex,"₦25,000,000.00",Life Camp,"25,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦25,000,000","Katampe Extension, Katampe, Abuja",4,Duplex,"₦25,000,000.00",Katampe,"25,000,000.00"
terraced duplex,"₦15,000,000","Apo, Abuja",4,Duplex,"₦15,000,000.00",Apo,"15,000,000.00"
flat / apartment,"₦4,000,000","River Park Estate, Airport Road, Lugbe District, Abuja",2,Apartment,"₦4,000,000.00",Lugbe,"4,000,000.00"
flat / apartment,"₦10,500,000","Estate, Mabushi, Abuja",3,Apartment,"₦10,500,000.00",Mabushi,"10,500,000.00"
flat / apartment,"₦6,500,000","Wuye, Abuja",2,Apartment,"₦6,500,000.00",Wuye,"6,500,000.00"
house,"₦7,000,000","Life Camp, Abuja",2,House,"₦7,000,000.00",Life Camp,"7,000,000.00"
detached duplex,"₦25,000,000","Kado, Abuja",5,Duplex,"₦25,000,000.00",Kado,"25,000,000.00"
semi-detached duplex,"₦28,000,000","Wuye, Abuja",5,Duplex,"₦28,000,000.00",Wuye,"28,000,000.00"
flat / apartment,"₦7,000,000","Guzape District, Abuja",2,Apartment,"₦7,000,000.00",Guzape,"7,000,000.00"
house,"₦15,000,000","Guzape District, Abuja",4,House,"₦15,000,000.00",Guzape,"15,000,000.00"
terraced duplex,"₦15,000,000","Main, Guzape District, Abuja",5,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
detached bungalow,"₦10,000,000","Queens Estate, Gwarinpa, Abuja",3,Bungalow,"₦10,000,000.00",Gwarinpa,"10,000,000.00"
flat / apartment,"₦4,000,000","Mabushi, Abuja",2,Apartment,"₦4,000,000.00",Mabushi,"4,000,000.00"
terraced duplex,"₦15,000,000","Guzape District, Abuja",4,Duplex,"₦15,000,000.00",Guzape,"15,000,000.00"
terraced duplex,"₦25,000,000","Wuye, Abuja",4,Duplex,"₦25,000,000.00",Wuye,"25,000,000.00"
flat / apartment,"₦3,000,000","Nut Estate Opposite River Park, Lugbe District, Abuja",2,Apartment,"₦3,000,000.00",Lugbe,"3,000,000.00"
house,"₦40,000,000","Maitama District, Abuja",3,House,"₦40,000,000.00",Maitama,"40,000,000.00"
semi-detached duplex,"₦32,000,000","Olu Awotesu Street, Jabi, Abuja",3,Duplex,"₦32,000,000.00",Jabi,"32,000,000.00"
terraced duplex,"₦8,000,000","Games Village, Kaura, Abuja",4,Duplex,"₦8,000,000.00",Kaura,"8,000,000.00"
flat / apartment,"₦25,000,000","Katampe Extension, Katampe, Abuja",3,Apartment,"₦25,000,000.00",Katampe,"25,000,000.00"
flat / apartment,"₦4,000,000","News Engineering, Tarred Road, Dawaki, Gwarinpa, Abuja",2,Apartment,"₦4,000,000.00",Gwarinpa,"4,000,000.00"
flat / apartment,"₦9,000,000","Guzape District, Abuja",3,Apartment,"₦9,000,000.00",Guzape,"9,000,000.00"
flat / apartment,"₦12,000,000","Guzape District, Abuja",2,Apartment,"₦12,000,000.00",Guzape,"12,000,000.00"
flat / apartment,"₦7,000,000","Off Lord Lugard Street, Asokoro District, Abuja",1,Apartment,"₦7,000,000.00",Asokoro,"7,000,000.00"
terraced duplex,"₦560,000,000","Jabi, Abuja",3,Duplex,"₦560,000,000.00",Jabi,"560,000,000.00"
terraced duplex,"₦35,000,000","Coza Axis, Guzape District, Abuja",4,Duplex,"₦35,000,000.00",Guzape,"35,000,000.00"
flat / apartment,"₦8,000,000","Behind Nnpc Filling Station, Jahi, Abuja",4,Apartment,"₦8,000,000.00",Jahi,"8,000,000.00"
