,Price,Location,Bedrooms(s),Property Type,Property Category,District,Price_Cleaned,Price(Converted_to_naira),Price(Float)
1300,"₦ 2,000,000/year",Ministers Life Camp Abuja,,Room Self Contained,Apartment,Life Camp,"₦ 2,000,000","₦2,000,000.00",2000000.0
1301,"₦ 2,500,000/year",Asokoro Asokoro Abuja,,Standard Self Contain,,Asokoro,"₦ 2,500,000","₦2,500,000.00",2500000.0
1302,"₦ 40,000,000/year",Asokoro Main Asokoro Abuja,6,Magnificent Duplex,Duplex,Asokoro,"₦ 40,000,000","₦40,000,000.00",40000000.0
1303,"₦ 10,000,000/year",Guzape Guzape Abuja,3,Flat,Apartment,Guzape,"₦ 10,000,000","₦10,000,000.00",10000000.0
1304,"₦ 1,500,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1305,"₦ 50,000,000/year",Maitama Maitama Abuja,7,Detached Duplex,Duplex,Maitama,"₦ 50,000,000","₦50,000,000.00",50000000.0
1306,"₦ 35,000,000/year",Asokoro Abuja,4,Duplex + Penthouse,Duplex,Asokoro,"₦ 35,000,000","₦35,000,000.00",35000000.0
1307,"₦ 5,000,000/year",Brains And Hammers Life Camp Abuja,4,Terraced Duplex,Duplex,Life Camp,"₦ 5,000,000","₦5,000,000.00",5000000.0
1308,"₦ 1,700,000/year",Gwarinpa Gwarinpa Abuja,,Newly Built Self Contain,,Gwarinpa,"₦ 1,700,000","₦1,700,000.00",1700000.0
1309,"₦ 1,500,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1310,"₦ 35,000,000/year",Asokoro Asokoro Abuja,5,Terrace Duplex,Duplex,Asokoro,"₦ 35,000,000","₦35,000,000.00",35000000.0
1312,"₦ 30,000,000/year",Wuse 2 Wuse 2 Abuja,4,Semi Detached Duplex,Duplex,Wuse,"₦ 30,000,000","₦30,000,000.00",30000000.0
1313,"₦ 1,200,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,200,000","₦1,200,000.00",1200000.0
1314,"₦ 20,000,000/year",Wuye Abuja,4,Luxury Terrace Duplex With Bq,Duplex,Wuye,"₦ 20,000,000","₦20,000,000.00",20000000.0
1315,"₦ 1,000,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,000,000","₦1,000,000.00",1000000.0
1316,"₦ 15,000,000/year",Gwarinpa Abuja,4,Semi Detached Duplex With Bq,Duplex,Gwarinpa,"₦ 15,000,000","₦15,000,000.00",15000000.0
1317,"₦ 1,500,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1318,"₦ 7,000,000/year",Wuse2 Wuse 2 Abuja,,Shop/office Space,,Wuse,"₦ 7,000,000","₦7,000,000.00",7000000.0
1319,"₦ 15,000,000/year",In A Mini Estate In Kado Kado Abuja,4,Newly Built Detached Duplex,Duplex,Kado,"₦ 15,000,000","₦15,000,000.00",15000000.0
1320,"₦ 1,400,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,400,000","₦1,400,000.00",1400000.0
1321,"₦ 1,000,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 1,000,000","₦1,000,000.00",1000000.0
1322,"₦ 1,300,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
1323,"₦ 15,000,000/year",Apo Apo Abuja,5,Duplex,Duplex,Apo,"₦ 15,000,000","₦15,000,000.00",15000000.0
1324,"₦ 25,000,000/year",Wuse Zone 7 Wuse 1 Abuja,4,Terrace Duplex,Duplex,Wuse,"₦ 25,000,000","₦25,000,000.00",25000000.0
1325,"₦ 18,000,000/year",Jabi Jabi Abuja,4,Detached Duplex With A Bq,Duplex,Jabi,"₦ 18,000,000","₦18,000,000.00",18000000.0
1326,"₦ 15,000,000/year",Katampe Abuja,4,Newly Built Terrace Duplex With Bq,Duplex,Katampe,"₦ 15,000,000","₦15,000,000.00",15000000.0
1327,"₦ 10,000,000/year",Mabushi Mabushi Abuja,4,Duplex,Duplex,Mabushi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1328,"₦ 5,000,000/year",Mabushi Mabushi Abuja,3,Flat,Apartment,Mabushi,"₦ 5,000,000","₦5,000,000.00",5000000.0
1329,"₦ 9,000,000/year",Wuse 2 Abuja,,Shop /office Space,,Wuse,"₦ 9,000,000","₦9,000,000.00",9000000.0
1330,"₦ 1,500,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1331,"₦ 6,000,000/year",Asokoro Abuja,1,Flat,Apartment,Asokoro,"₦ 6,000,000","₦6,000,000.00",6000000.0
1333,"₦ 12,000,000/year",Guzape Guzape Abuja,4,Magnificently Finished Terrace+bq,Duplex,Guzape,"₦ 12,000,000","₦12,000,000.00",12000000.0
1334,"₦ 4,000,000/year",Gwarinpa Abuja,,Shop/office Space,,Gwarinpa,"₦ 4,000,000","₦4,000,000.00",4000000.0
1335,"₦ 1,400,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,400,000","₦1,400,000.00",1400000.0
1336,"₦ 5,000,000/year",Area 11 Garki 2 Abuja,3,Flat,Apartment,Garki,"₦ 5,000,000","₦5,000,000.00",5000000.0
1337,"₦ 25,000,000/year",Asokoro Abuja,4,Semi Detached Duplex With A Bq,Duplex,Asokoro,"₦ 25,000,000","₦25,000,000.00",25000000.0
1338,"₦ 1,680,000/year","Jahi By Gilmore, Jahi Abuja",,Shop/office Space,,Jahi,"₦ 1,680,000","₦1,680,000.00",1680000.0
1339,"₦ 1,500,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1340,"₦ 5,000,000/year",Wuse 2 Abuja,,Office/shop Space,,Wuse,"₦ 5,000,000","₦5,000,000.00",5000000.0
1341,"₦ 1,500,000/year",Life Camp Abuja,,A Room Self Contained,Apartment,Life Camp,"₦ 1,500,000","₦1,500,000.00",1500000.0
1342,"₦ 1,800,000/year",Wuye Abuja,,Newly Built Room Self Contained,Apartment,Wuye,"₦ 1,800,000","₦1,800,000.00",1800000.0
1343,"₦ 1,500,000/year",Jabi By Ics Drive Jabi Abuja,,A Room Self Contained,Apartment,Jabi,"₦ 1,500,000","₦1,500,000.00",1500000.0
1344,"₦ 2,300,000/year",Wuye Abuja,,Room Self Contained,Apartment,Wuye,"₦ 2,300,000","₦2,300,000.00",2300000.0
1345,"₦ 9,000,000/year",Wuse 2 Abuja,2,Flat,Apartment,Wuse,"₦ 9,000,000","₦9,000,000.00",9000000.0
1346,"₦ 1,800,000/year",Wuye Wuye Abuja,,Room Self Contain,Apartment,Wuye,"₦ 1,800,000","₦1,800,000.00",1800000.0
1347,"₦ 2,700,000/year",Wuye Abuja,,Furnished Studio Apartment,Apartment,Wuye,"₦ 2,700,000","₦2,700,000.00",2700000.0
1348,"₦ 1,300,000/year",Zone 7 Wuse 1 Abuja,,Room Self Contained,Apartment,Wuse,"₦ 1,300,000","₦1,300,000.00",1300000.0
1349,"₦ 2,500,000/year",Wuse 2 Abuja,,Room Self Contained,Apartment,Wuse,"₦ 2,500,000","₦2,500,000.00",2500000.0
1350,"₦ 2,000,000/year",Wuye Abuja,,Room Self Contain,Apartment,Wuye,"₦ 2,000,000","₦2,000,000.00",2000000.0
1351,"₦ 2,800,000/year",Wuse Zone 5 Wuse 1 Abuja,,Room Self Contain,Apartment,Wuse,"₦ 2,800,000","₦2,800,000.00",2800000.0
1352,"₦ 2,200,000/year",Wuye Wuye Abuja,,Room Self Contain,Apartment,Wuye,"₦ 2,200,000","₦2,200,000.00",2200000.0
1354,"₦ 2,500,000/year",Wuye Wuye Abuja,,Room Self Contain,Apartment,Wuye,"₦ 2,500,000","₦2,500,000.00",2500000.0
1355,"₦ 3,000,000/year",Area 3 Garki 1 Abuja,,A Room Self Contained,Apartment,Garki,"₦ 3,000,000","₦3,000,000.00",3000000.0
1356,"₦ 12,000,000/year",Guzape Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 12,000,000","₦12,000,000.00",12000000.0
1357,"₦ 2,500,000/year",Asokoro Asokoro Abuja,,Spacious Self Contain,,Asokoro,"₦ 2,500,000","₦2,500,000.00",2500000.0
1358,"₦ 2,500,000/year",Naf Valley Estate Asokoro Abuja,,Room Self Contained,Apartment,Asokoro,"₦ 2,500,000","₦2,500,000.00",2500000.0
1359,"₦ 10,000,000/year",Wuse 2 Abuja,,Shop/office Space,,Wuse,"₦ 10,000,000","₦10,000,000.00",10000000.0
1360,"₦ 1,500,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1362,"₦ 3,500,000/year",Guzape Guzape Abuja,,Shop/office Space,,Guzape,"₦ 3,500,000","₦3,500,000.00",3500000.0
1363,"₦ 10,000,000/year",Guzape Abuja,2,Luxury Finished Flat,Apartment,Guzape,"₦ 10,000,000","₦10,000,000.00",10000000.0
1364,"₦ 2,500,000/year",Jabi Dakibiyu Dakibiyu Abuja,1,Beautiful Flat,Apartment,Jabi,"₦ 2,500,000","₦2,500,000.00",2500000.0
1365,"₦ 850,000/year",Apo Abuja,,Room Self Contained,Apartment,Apo,"₦ 850,000","₦850,000.00",850000.0
1366,"₦ 25,000,000/year",Asokoro Abuja,4,Detached Duplex,Duplex,Asokoro,"₦ 25,000,000","₦25,000,000.00",25000000.0
1367,"₦ 10,000,000/year",Area 11 Garki 2 Abuja,3,Flat,Apartment,Garki,"₦ 10,000,000","₦10,000,000.00",10000000.0
1368,"₦ 7,000,000/year",Kado Estate Kado Abuja,4,Semi Detached Duplex,Duplex,Kado,"₦ 7,000,000","₦7,000,000.00",7000000.0
1369,"₦ 15,000,000/year",Wuse 2 Abuja,,Shop/office Space,,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1370,"₦ 120,000,000/year",Maitama Abuja,,Twin Duplex,Duplex,Maitama,"₦ 120,000,000","₦120,000,000.00",120000000.0
1371,"₦ 1,300,000/year",Fynestone Estate Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
1372,"₦ 9,000,000/year",Jahi By Living Faith Jahi Abuja,4,Newly Built Terrace Duplex With A Room Bq,Duplex,Jahi,"₦ 9,000,000","₦9,000,000.00",9000000.0
1373,"₦ 25,000,000/year",Katampe Extension Katampe Abuja,4,Terrace Duplex,Duplex,Katampe,"₦ 25,000,000","₦25,000,000.00",25000000.0
1375,"₦ 10,000,000/year",Garki 2 Garki 2 Abuja,4,Terrace Duplex,Duplex,Garki,"₦ 10,000,000","₦10,000,000.00",10000000.0
1376,"₦ 99,900,000/year",Wuse 2 Wuse 2 Abuja,,Roof Top Space,,Wuse,"₦ 99,900,000","₦99,900,000.00",99900000.0
1377,"₦ 1,700,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,700,000","₦1,700,000.00",1700000.0
1378,"₦ 12,500,000/year",Fha Guzape Abuja,4,Terraced Duplex With A Bq,Duplex,Guzape,"₦ 12,500,000","₦12,500,000.00",12500000.0
1379,"₦ 2,000,000/year",Wuse Zone 3 Wuse 1 Abuja,,Shop/office Space,,Wuse,"₦ 2,000,000","₦2,000,000.00",2000000.0
1380,"₦ 13,000,000/year",Guzape Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 13,000,000","₦13,000,000.00",13000000.0
1381,"₦ 10,000,000/year",Utako Utako Abuja,3,Flat,Apartment,Utako,"₦ 10,000,000","₦10,000,000.00",10000000.0
1382,"₦ 8,000,000/year",Wuye Wuye Abuja,3,Flat,Apartment,Wuye,"₦ 8,000,000","₦8,000,000.00",8000000.0
1383,"₦ 15,000,000/year",Wuse Zone 3 Wuse 1 Abuja,4,Detached Bungalow,Bungalow,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1384,"₦ 12,000,000/year",Guzape Guzape Abuja,4,Terrace Duplex+ Bq,Duplex,Guzape,"₦ 12,000,000","₦12,000,000.00",12000000.0
1385,"₦ 20,000,000/year",Guzape Abuja,4,Detached Duplex With Bq,Duplex,Guzape,"₦ 20,000,000","₦20,000,000.00",20000000.0
1386,"₦ 30,000,000/year",Maitama Maitama Abuja,4,Duplex With A Bq,Duplex,Maitama,"₦ 30,000,000","₦30,000,000.00",30000000.0
1387,"₦ 5,000,000/year",Brains And Hammers Life Camp Abuja,4,Terrace Duplex,Duplex,Life Camp,"₦ 5,000,000","₦5,000,000.00",5000000.0
1388,"₦ 1,900,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 1,900,000","₦1,900,000.00",1900000.0
1389,"₦ 20,000,000/year",Guzape Abuja,4,Detached Duplex With A Bq,Duplex,Guzape,"₦ 20,000,000","₦20,000,000.00",20000000.0
1390,"₦ 1,000,000/year",Gwarinpa Abuja,,A Room Self Contained,Apartment,Gwarinpa,"₦ 1,000,000","₦1,000,000.00",1000000.0
1391,"₦ 8,000,000/year",Wuye Abuja,3,Flat,Apartment,Wuye,"₦ 8,000,000","₦8,000,000.00",8000000.0
1392,"₦ 3,000,000/year",Gwarinpa Gwarinpa Abuja,1,Flat,Apartment,Gwarinpa,"₦ 3,000,000","₦3,000,000.00",3000000.0
1393,"₦ 1,300,000/year",Gwarinpa Gwarinpa Abuja,,Room Self Contain,Apartment,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
1394,"₦ 9,000,000/year",Wuse2 Wuse 2 Abuja,,Shop/office Space,,Wuse,"₦ 9,000,000","₦9,000,000.00",9000000.0
1395,"₦ 280,000,000/sqm",Kolapo Ishola Gra Akobo Ibadan Oyo,4,Newly Built Detached Triplex With Bq And Acs,,Apo,"₦ 280,000,000","₦280,000,000.00",280000000.0
1396,"₦ 5,000,000/year",Asokoro Abuja,1,Flat,Apartment,Asokoro,"₦ 5,000,000","₦5,000,000.00",5000000.0
1397,"₦ 5,000,000/year",Wuse2 Wuse 2 Abuja,1,Flat,Apartment,Wuse,"₦ 5,000,000","₦5,000,000.00",5000000.0
1398,"₦ 4,000,000/year",Utako Utako Abuja,,Shop/office Space,,Utako,"₦ 4,000,000","₦4,000,000.00",4000000.0
1399,"₦ 7,000,000/year",Wuse2 Wuse 2 Abuja,,Shop / Office Space,,Wuse,"₦ 7,000,000","₦7,000,000.00",7000000.0
1400,"₦ 15,000,000/year",Utako Utako Abuja,4,Newly Built Terrace Duplex+bq,Duplex,Utako,"₦ 15,000,000","₦15,000,000.00",15000000.0
1401,"₦ 1,300,000/year",Gwarinpa Gwarinpa Abuja,,Spacious Self Contain,,Gwarinpa,"₦ 1,300,000","₦1,300,000.00",1300000.0
1402,"₦ 25,000,000/year",Asokoro Abuja,4,Semi Detached Duplex With Bq,Duplex,Asokoro,"₦ 25,000,000","₦25,000,000.00",25000000.0
1403,"₦ 2,500,000/year",Wuye Wuye Abuja,,Room Self Contain,Apartment,Wuye,"₦ 2,500,000","₦2,500,000.00",2500000.0
1404,"₦ 4,500,000/year",Wuye Wuye Abuja,1,Flat,Apartment,Wuye,"₦ 4,500,000","₦4,500,000.00",4500000.0
1405,"₦ 900,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 900,000","₦900,000.00",900000.0
1406,"₦ 1,400,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,400,000","₦1,400,000.00",1400000.0
1407,"₦ 6,500,000/year",Wuse2 Wuse 2 Abuja,,Shop/ Office Space,,Wuse,"₦ 6,500,000","₦6,500,000.00",6500000.0
1408,"₦ 30,000,000/year",Guzape Guzape Abuja,5,Beautiful Duplex+ Bq,Duplex,Guzape,"₦ 30,000,000","₦30,000,000.00",30000000.0
1409,"₦ 20,000,000/year",Katampe Main Katampe Main Abuja,6,Magnificently Finished Duplex+bq,Duplex,Katampe,"₦ 20,000,000","₦20,000,000.00",20000000.0
1410,"₦ 6,000,000/year",Asokoro Asokoro Abuja,1,Flat,Apartment,Asokoro,"₦ 6,000,000","₦6,000,000.00",6000000.0
1411,"₦ 20,000,000/year",Wuye Wuye Abuja,4,Newly Built Terrace Duplex +bq,Duplex,Wuye,"₦ 20,000,000","₦20,000,000.00",20000000.0
1412,"₦ 13,000,000/year",Mabushi Mabushi Abuja,4,Beautifully Finished Terrace Duplex+bq,Duplex,Mabushi,"₦ 13,000,000","₦13,000,000.00",13000000.0
1413,"₦ 12,000,000/year",Mabushi Mabushi Abuja,4,Newly Built Terrace Duplex+bq,Duplex,Mabushi,"₦ 12,000,000","₦12,000,000.00",12000000.0
1414,"₦ 4,500,000/year",Gwarinpa Gwarinpa Abuja,3,Flat,Apartment,Gwarinpa,"₦ 4,500,000","₦4,500,000.00",4500000.0
1415,"₦ 16,000,000/year",Wuse 2 Wuse 2 Abuja,,Strategically Located Shop/office Space,,Wuse,"₦ 16,000,000","₦16,000,000.00",16000000.0
1417,"₦ 9,000,000/year",Guzape Guzape Abuja,4,Terrace Duplex With A Room Bq,Duplex,Guzape,"₦ 9,000,000","₦9,000,000.00",9000000.0
1418,"₦ 1,500,000/year",Gwarinpa Gwarinpa Abuja,,Beautifully Finished Self Contain,,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1419,"₦ 7,000,000/year",Wuse 2 Abuja,,Shop/ Office Space,,Wuse,"₦ 7,000,000","₦7,000,000.00",7000000.0
1420,"₦ 10,880,000/year","Jahi By Gilmore, Jahi Abuja",,Shop/office Space,,Jahi,"₦ 10,880,000","₦10,880,000.00",10880000.0
1421,"₦ 1,500,000/year",Lifecamp Life Camp Abuja,,Standard Self Contain,,Life Camp,"₦ 1,500,000","₦1,500,000.00",1500000.0
1422,"₦ 10,000,000/year",Guzape Guzape Abuja,2,Flat,Apartment,Guzape,"₦ 10,000,000","₦10,000,000.00",10000000.0
1423,"₦ 1,500,000/year",Gwarinpa Abuja,,Room Self Contained,Apartment,Gwarinpa,"₦ 1,500,000","₦1,500,000.00",1500000.0
1424,"₦ 2,800,000/year",Area 11 Garki 2 Abuja,,Office Space,,Garki,"₦ 2,800,000","₦2,800,000.00",2800000.0
1425,"₦ 14,000,000/year",Jahi Jahi Abuja,3,Terrace Duplex+ Bq,Duplex,Jahi,"₦ 14,000,000","₦14,000,000.00",14000000.0
1426,"₦ 15,000,000/year",Area 2 Garki 1 Abuja,3,Terrace Duplex,Duplex,Garki,"₦ 15,000,000","₦15,000,000.00",15000000.0
1427,"₦ 20,000,000/year",Asokoro Asokoro Abuja,4,Semi Detached Duplex With Bq,Duplex,Asokoro,"₦ 20,000,000","₦20,000,000.00",20000000.0
1428,"₦ 15,000,000/year",Jahi Jahi Abuja,4,Newly Built Terrace Duplex,Duplex,Jahi,"₦ 15,000,000","₦15,000,000.00",15000000.0
1429,"₦ 10,000,000/year",Area 1 By Old Secretariat Garki 1 Abuja,4,Terrace Duplex,Duplex,Garki,"₦ 10,000,000","₦10,000,000.00",10000000.0
1430,"₦ 8,000,000/year",Wuse Zone 3 Wuse 1 Abuja,2,Flat,Apartment,Wuse,"₦ 8,000,000","₦8,000,000.00",8000000.0
1431,"₦ 2,000,000/year",Utako Utako Abuja,,Room Self Contain,Apartment,Utako,"₦ 2,000,000","₦2,000,000.00",2000000.0
1432,"₦ 2,000,000/year",Wuse 2 Wuse 2 Abuja,,Room Self Contain,Apartment,Wuse,"₦ 2,000,000","₦2,000,000.00",2000000.0
1433,"₦ 2,500,000/year",Jabi Jabi Abuja,,Room Self Contain,Apartment,Jabi,"₦ 2,500,000","₦2,500,000.00",2500000.0
1434,"₦ 17,000,000/year",Naf Valley Estate Asokoro Asokoro Abuja,4,Detached Duplex,Duplex,Asokoro,"₦ 17,000,000","₦17,000,000.00",17000000.0
1435,"₦ 3,500,000/year",Brains And Hammers Life Camp Abuja,2,Flat,Apartment,Life Camp,"₦ 3,500,000","₦3,500,000.00",3500000.0
1436,"₦ 1,900,000/year",Jabi Dakibyu Jabi Abuja,,Furnished Self Contain,,Jabi,"₦ 1,900,000","₦1,900,000.00",1900000.0
1438,"₦ 1,500,000/year",Close To Godab Life Camp Abuja,,Room Self Contained,Apartment,Life Camp,"₦ 1,500,000","₦1,500,000.00",1500000.0
1440,"₦ 1,000,000/year",Brains And Hammers Life Camp Abuja,,Room Self Contained,Apartment,Life Camp,"₦ 1,000,000","₦1,000,000.00",1000000.0
1441,"₦ 2,200,000/year",Wuye Wuye Abuja,,Newly Built Self Contain,,Wuye,"₦ 2,200,000","₦2,200,000.00",2200000.0
1442,"₦ 2,500,000/year",Asokoro Asokoro Abuja,,Beautifully Built Self Contain,,Asokoro,"₦ 2,500,000","₦2,500,000.00",2500000.0
1443,"₦ 2,500,000/year",Guzape Abuja,,A Room Self Contained,Apartment,Guzape,"₦ 2,500,000","₦2,500,000.00",2500000.0
1444,"₦ 15,000,000/year",Wuse Zone 2 Wuse 1 Abuja,4,Semi Detached Bungalow,Bungalow,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1445,"₦ 2,500,000/year",Naf Valley Estate Asokoro Asokoro Abuja,,Roomself Contain,Apartment,Asokoro,"₦ 2,500,000","₦2,500,000.00",2500000.0
1446,"₦ 1,200,000/year",Wuse Zone Wuse 1 Abuja,,Room Self Contained,Apartment,Wuse,"₦ 1,200,000","₦1,200,000.00",1200000.0
1447,"₦ 60,000,000/year",Kado Abuja,2,"Commercial Land Measuring 2,000sqm",,Kado,"₦ 60,000,000","₦60,000,000.00",60000000.0
1448,"₦ 15,000,000/year",Thl Estate Apo Abuja,4,Newly Built 4bedroom Semi Detached Duplex With Bq,Duplex,Apo,"₦ 15,000,000","₦15,000,000.00",15000000.0
1449,"₦ 15,000,000/year",Behind Coza Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 15,000,000","₦15,000,000.00",15000000.0
1450,"₦ 12,000,000/year",Jahi Abuja,4,Terrace Duplex,Duplex,Jahi,"₦ 12,000,000","₦12,000,000.00",12000000.0
1451,"₦ 30,000,000/year",Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 30,000,000","₦30,000,000.00",30000000.0
1452,"₦ 20,000,000/year","Legislators Quarter, Apo Abuja",4,Detached Duplex,Duplex,Apo,"₦ 20,000,000","₦20,000,000.00",20000000.0
1453,"₦ 15,000,000/year",Admiralty Estate Asokoro Abuja,4,Terrace Duplex,Duplex,Asokoro,"₦ 15,000,000","₦15,000,000.00",15000000.0
1454,"₦ 30,000,000/year",Wuse 2 Abuja,4,4bedroom Semi Detached Duplex + Bq For Mixed Use,Duplex,Wuse,"₦ 30,000,000","₦30,000,000.00",30000000.0
1455,"₦ 24,000,000/year",Asokoro Abuja,4,Terraced Duplex,Duplex,Asokoro,"₦ 24,000,000","₦24,000,000.00",24000000.0
1456,"₦ 18,000,000/year",Guzape Abuja,4,Terrace Duplex,Duplex,Guzape,"₦ 18,000,000","₦18,000,000.00",18000000.0
1457,"₦ 15,000,000/year",Wuse Zone3 Wuse 1 Abuja,3,3bedroom Bungalow For Rent In Wuse,Bungalow,Wuse,"₦ 15,000,000","₦15,000,000.00",15000000.0
1458,"₦ 650,000,000","Dantata District Estate, Ahmadu Bello Way Gwarinpa Abuja",6,Fully Detached Duplex With Bq,Duplex,Gwarinpa,"₦ 650,000,000","₦650,000,000.00",650000000.0
1459,"₦ 16,000,000/year",Maitama District Maitama Abuja,3,Flat,Apartment,Maitama,"₦ 16,000,000","₦16,000,000.00",16000000.0
1460,"₦ 9,000,000/year",Wuse2 Wuse 2 Abuja,,Office Space,,Wuse,"₦ 9,000,000","₦9,000,000.00",9000000.0
1461,"₦ 5,700,000",Mabushi District By V I O Abuja Mabushi Abuja,3,3bedroom Flat For Rent In Mabushi,Apartment,Mabushi,"₦ 5,700,000","₦5,700,000.00",5700000.0
1462,"₦ 12,000,000/year",Kado Estate Kado Abuja,4,Semi Detached Duplex,Duplex,Kado,"₦ 12,000,000","₦12,000,000.00",12000000.0
1463,"₦ 8,000,000/year",Jahi District By Gilmor Jahi Abuja,3,3bedroom Flat For Rent In Jahi Gilmor,Apartment,Jahi,"₦ 8,000,000","₦8,000,000.00",8000000.0
1464,"₦ 5,500,000/year",Sunnyvale Estate Lokogoma Abuja,5,Detached Duplex With Bq,Duplex,Lokogoma,"₦ 5,500,000","₦5,500,000.00",5500000.0
1465,"₦ 12,000,000/year","Mabushi District By V I O, Mabushi Abuja",4,Terraced Duplex With Bq,Duplex,Mabushi,"₦ 12,000,000","₦12,000,000.00",12000000.0
1466,"₦ 75,000/sqm",By Bannex Road Mabushi Abuja,,Office Space,,Mabushi,"₦ 75,000","₦75,000.00",75000.0
1467,"₦ 3,000,000/year",Inside Estate In Lifecamp Life Camp Abuja,2,2bedroom Flat For Rent In Lifecamp,Apartment,Life Camp,"₦ 3,000,000","₦3,000,000.00",3000000.0
1468,"₦ 3,000,000",Jabi District By Lake Jabi Abuja,2,Service 2bedroom Flat For Rent In Jabi,Apartment,Jabi,"₦ 3,000,000","₦3,000,000.00",3000000.0
1469,"₦ 2,500,000/year",Mabushi District By V I O Abuja Mabushi Abuja,1,1bedroom Flat For Rent In Mabushi District,Apartment,Mabushi,"₦ 2,500,000","₦2,500,000.00",2500000.0
1470,"₦ 2,000,000/year",Wuse Zone7 Wuse 1 Abuja,,Office Space For Rent In Wuse,,Wuse,"₦ 2,000,000","₦2,000,000.00",2000000.0
1471,"₦ 30,000,000/year",Off Aminu Kano Crescent Wuse2 Wuse 2 Abuja,5,Semi Detached Duplex,Duplex,Wuse,"₦ 30,000,000","₦30,000,000.00",30000000.0
1472,"₦ 6,000,000/year",Jabi District Jabi Abuja,2,2bedroom Flat For Rent In Jabi,Apartment,Jabi,"₦ 6,000,000","₦6,000,000.00",6000000.0
1473,"₦ 4,000,000/year",Mabushi District By V I O Abuja Mabushi Abuja,2,2bedroom Flat For Rent In Mabushi District,Apartment,Mabushi,"₦ 4,000,000","₦4,000,000.00",4000000.0
1474,"₦ 1,300,000/year",Wuse Zone7 Wuse 1 Abuja,,Self Contain For Rent In Wuse,,Wuse,"₦ 1,300,000","₦1,300,000.00",1300000.0
1475,"₦ 10,000,000/year",Mabushi District By V I O Abuja Mabushi Abuja,3,Furnished 3bedroom Flat For Rent In Mabushi,Apartment,Mabushi,"₦ 10,000,000","₦10,000,000.00",10000000.0
1476,"₦ 8,500,000/year",Mabushi District By V I O Abuja Mabushi Abuja,3,Furnished 3bedroom Flat For Rent In Mabushi,Apartment,Mabushi,"₦ 8,500,000","₦8,500,000.00",8500000.0
1477,"₦ 6,000,000/year",Katampe Main Abuja,2,Apartment,Apartment,Katampe,"₦ 6,000,000","₦6,000,000.00",6000000.0
1478,"₦ 250,000/sqm",Off Ademola Adetokunbo Crescent Wuse 2 Abuja,,Office Space,,Wuse,"₦ 250,000","₦250,000.00",250000.0
1480,"₦ 3,500,000/year",Wuse Zone6 Wuse 1 Abuja,2,2bedroom Flat For Rent In Wuse,Apartment,Wuse,"₦ 3,500,000","₦3,500,000.00",3500000.0
1481,"₦ 3,000,000/year",Utako District Utako Abuja,1,1bedroom Flat For Rent In Utako,Apartment,Utako,"₦ 3,000,000","₦3,000,000.00",3000000.0
